match,team,batting_slot,player,bowling_slot
60,2,3,40,-1
60,2,4,38,-1
60,2,5,45,4
60,2,6,43,-1
60,2,7,50,0
60,2,8,52,1
60,2,9,49,2
60,2,10,47,3
60,3,0,55,-1
60,3,1,56,-1
60,3,2,58,-1
60,3,3,54,-1
60,3,4,59,-1
60,3,5,64,4
60,3,6,63,-1
60,3,7,70,0
60,3,8,67,1
60,3,9,69,2
60,3,10,65,3
61,9,0,162,-1
61,9,1,166,-1
61,9,2,164,-1
61,9,3,167,-1
61,9,4,165,-1
61,9,5,171,4
61,9,6,172,-1
61,9,7,177,0
61,9,8,178,1
61,9,9,174,2
61,9,10,175,3
61,7,0,130,-1
61,7,1,127,-1
61,7,2,128,-1
61,7,3,129,-1
61,7,4,132,-1
61,7,5,135,4
61,7,6,134,-1
61,7,7,142,0
61,7,8,138,1
61,7,9,139,2
61,7,10,141,3
62,2,0,39,-1
62,2,1,42,-1
62,2,2,36,-1
62,2,3,40,-1
62,2,4,41,-1
62,2,5,45,4
62,2,6,44,-1
62,2,7,53,0
62,2,8,52,1
62,2,9,50,2
62,2,10,48,3
62,6,0,114,-1
62,6,1,111,-1
62,6,2,113,-1
62,6,3,110,-1
62,6,4,112,-1
62,6,5,115,4
62,6,6,117,-1
62,6,7,125,0
62,6,8,120,1
62,6,9,121,2
62,6,10,122,3
63,6,0,108,-1
63,6,1,111,-1
63,6,2,112,-1
63,6,3,113,-1
63,6,4,114,-1
63,6,5,116,4
63,6,6,117,-1
63,6,7,120,0
63,6,8,121,1
63,6,9,125,2
63,6,10,124,3
63,5,0,92,-1
63,5,1,90,-1
63,5,2,93,-1
63,5,3,95,-1
63,5,4,91,-1
63,5,5,99,4
63,5,6,98,-1
63,5,7,105,0
63,5,8,104,1
63,5,9,101,2
63,5,10,102,3
64,7,0,129,-1
64,7,1,130,-1
64,7,2,126,-1
64,7,3,132,-1
64,7,4,131,-1
64,7,5,134,4
64,7,6,133,-1
64,7,7,138,0
64,7,8,139,1
64,7,9,137,2
64,7,10,143,3
64,4,0,78,-1
64,4,1,77,-1
64,4,2,76,-1
64,4,3,72,-1
64,4,4,73,-1
64,4,5,79,4
64,4,6,80,-1
64,4,7,85,0
64,4,8,87,1
64,4,9,88,2
64,4,10,84,3
65,9,0,167,-1
65,9,1,166,-1
65,9,2,163,-1
65,9,3,165,-1
65,9,4,162,-1
65,9,5,171,4
65,9,6,169,-1
65,9,7,174,0
65,9,8,177,1
65,9,9,173,2
65,9,10,178,3
65,1,0,19,-1
65,1,1,21,-1
65,1,2,23,-1
65,1,3,18,-1
65,1,4,22,-1
65,1,5,26,4
65,1,6,27,-1
65,1,7,35,0
65,1,8,29,1
65,1,9,33,2
65,1,10,34,3
66,2,0,40,-1
66,2,1,39,-1
66,2,2,37,-1
66,2,3,42,-1
66,2,4,41,-1
66,2,5,43,4
66,2,6,46,-1
66,2,7,49,0
66,2,8,52,1
66,2,9,51,2
66,2,10,48,3
66,7,0,127,-1
66,7,1,128,-1
66,7,2,132,-1
66,7,3,131,-1
66,7,4,126,-1
66,7,5,134,4
66,7,6,133,-1
66,7,7,137,0
66,7,8,141,1
66,7,9,140,2
66,7,10,139,3
67,3,0,55,-1
67,3,1,54,-1
67,3,2,56,-1
67,3,3,59,-1
67,3,4,60,-1
67,3,5,61,4
67,3,6,63,-1
67,3,7,67,0
67,3,8,71,1
67,3,9,66,2
67,3,10,68,3
67,2,0,36,-1
67,2,1,41,-1
67,2,2,37,-1
67,2,3,38,-1
67,2,4,42,-1
67,2,5,46,4
67,2,6,43,-1
67,2,7,49,0
67,2,8,51,1
67,2,9,52,2
67,2,10,50,3
68,0,0,1,-1
68,0,1,5,-1
68,0,2,0,-1
68,0,3,2,-1
68,0,4,3,-1
68,0,5,9,4
68,0,6,7,-1
68,0,7,14,0
68,0,8,17,1
68,0,9,16,2
68,0,10,11,3
68,3,0,57,-1
68,3,1,60,-1
68,3,2,56,-1
68,3,3,55,-1
68,3,4,58,-1
68,3,5,63,4
68,3,6,64,-1
68,3,7,65,0
68,3,8,68,1
68,3,9,66,2
68,3,10,69,3
69,2,0,40,-1
69,2,1,36,-1
69,2,2,41,-1
69,2,3,37,-1
69,2,4,39,-1
69,2,5,44,4
69,2,6,43,-1
69,2,7,49,0
69,2,8,48,1
69,2,9,50,2
69,2,10,47,3
69,1,0,19,-1
69,1,1,18,-1
69,1,2,21,-1
69,1,3,23,-1
69,1,4,24,-1
69,1,5,25,4
69,1,6,26,-1
69,1,7,34,0
69,1,8,35,1
69,1,9,33,2
69,1,10,30,3
70,8,0,145,-1
70,8,1,146,-1
70,8,2,147,-1
70,8,3,148,-1
70,8,4,150,-1
70,8,5,154,4
70,8,6,153,-1
70,8,7,155,0
70,8,8,160,1
70,8,9,161,2
70,8,10,156,3
70,0,0,2,-1
70,0,1,0,-1
70,0,2,3,-1
70,0,3,6,-1
70,0,4,4,-1
70,0,5,7,4
70,0,6,10,-1
70,0,7,11,0
70,0,8,13,1
70,0,9,17,2
70,0,10,14,3
71,3,0,54,-1
71,3,1,60,-1
71,3,2,58,-1
71,3,3,55,-1
71,3,4,59,-1
71,3,5,63,4
71,3,6,61,-1
71,3,7,69,0
71,3,8,68,1
71,3,9,67,2
71,3,10,66,3
71,0,0,5,-1
71,0,1,3,-1
71,0,2,0,-1
71,0,3,1,-1
71,0,4,2,-1
71,0,5,10,4
71,0,6,9,-1
71,0,7,16,0
71,0,8,13,1
71,0,9,11,2
71,0,10,12,3
72,5,0,93,-1
72,5,1,91,-1
72,5,2,95,-1
72,5,3,96,-1
72,5,4,92,-1
72,5,5,97,4
72,5,6,99,-1
72,5,7,102,0
72,5,8,104,1
72,5,9,105,2
72,5,10,103,3
72,2,0,41,-1
72,2,1,39,-1
72,2,2,40,-1
72,2,3,38,-1
72,2,4,37,-1
72,2,5,43,4
72,2,6,45,-1
72,2,7,53,0
72,2,8,51,1
72,2,9,48,2
72,2,10,49,3
73,8,0,146,-1
73,8,1,147,-1
73,8,2,148,-1
73,8,3,149,-1
73,8,4,150,-1
73,8,5,152,4
73,8,6,153,-1
73,8,7,160,0
73,8,8,161,1
73,8,9,156,2
73,8,10,157,3
73,4,0,73,-1
73,4,1,76,-1
73,4,2,77,-1
73,4,3,74,-1
73,4,4,75,-1
73,4,5,82,4
73,4,6,80,-1
73,4,7,85,0
73,4,8,86,1
73,4,9,87,2
73,4,10,89,3
74,4,0,77,-1
74,4,1,74,-1
74,4,2,75,-1
74,4,3,72,-1
74,4,4,73,-1
74,4,5,82,4
74,4,6,80,-1
74,4,7,89,0
74,4,8,88,1
74,4,9,87,2
74,4,10,83,3
74,6,0,110,-1
74,6,1,112,-1
74,6,2,113,-1
74,6,3,109,-1
74,6,4,114,-1
74,6,5,116,4
74,6,6,117,-1
74,6,7,119,0
74,6,8,124,1
74,6,9,121,2
74,6,10,123,3
75,4,0,78,-1
75,4,1,76,-1
75,4,2,77,-1
75,4,3,75,-1
75,4,4,74,-1
75,4,5,79,4
75,4,6,81,-1
75,4,7,83,0
75,4,8,86,1
75,4,9,84,2
75,4,10,87,3
75,2,0,36,-1
75,2,1,40,-1
75,2,2,42,-1
75,2,3,41,-1
75,2,4,37,-1
75,2,5,46,4
75,2,6,43,-1
75,2,7,51,0
75,2,8,48,1
75,2,9,50,2
75,2,10,47,3
76,8,0,148,-1
76,8,1,149,-1
76,8,2,145,-1
76,8,3,150,-1
76,8,4,147,-1
76,8,5,153,4
76,8,6,151,-1
76,8,7,157,0
76,8,8,158,1
76,8,9,155,2
76,8,10,160,3
76,9,0,162,-1
76,9,1,167,-1
76,9,2,163,-1
76,9,3,166,-1
76,9,4,164,-1
76,9,5,171,4
76,9,6,172,-1
76,9,7,173,0
76,9,8,175,1
76,9,9,176,2
76,9,10,179,3
77,9,0,165,-1
77,9,1,162,-1
77,9,2,164,-1
77,9,3,168,-1
77,9,4,163,-1
77,9,5,172,4
77,9,6,170,-1
77,9,7,173,0
77,9,8,178,1
77,9,9,177,2
77,9,10,179,3
77,2,0,38,-1
77,2,1,37,-1
77,2,2,36,-1
77,2,3,42,-1
77,2,4,40,-1
77,2,5,46,4
77,2,6,44,-1
77,2,7,48,0
77,2,8,51,1
77,2,9,47,2
77,2,10,52,3
78,4,0,74,-1
78,4,1,76,-1
78,4,2,73,-1
78,4,3,75,-1
78,4,4,77,-1
78,4,5,79,4
78,4,6,80,-1
78,4,7,84,0
78,4,8,89,1
78,4,9,83,2
78,4,10,86,3
78,0,0,0,-1
78,0,1,3,-1
78,0,2,4,-1
78,0,3,6,-1
78,0,4,2,-1
78,0,5,8,4
78,0,6,9,-1
78,0,7,16,0
78,0,8,11,1
78,0,9,17,2
78,0,10,12,3
79,1,0,24,-1
79,1,1,22,-1
79,1,2,19,-1
79,1,3,18,-1
79,1,4,21,-1
79,1,5,27,4
79,1,6,26,-1
79,1,7,30,0
79,1,8,31,1
79,1,9,35,2
79,1,10,34,3
79,4,0,76,-1
79,4,1,78,-1
79,4,2,75,-1
79,4,3,74,-1
79,4,4,77,-1
79,4,5,81,4
79,4,6,82,-1
79,4,7,87,0
79,4,8,89,1
79,4,9,88,2
79,4,10,83,3
80,8,0,147,-1
80,8,1,149,-1
80,8,2,148,-1
80,8,3,145,-1
80,8,4,144,-1
80,8,5,151,4
80,8,6,153,-1
80,8,7,158,0
80,8,8,159,1
80,8,9,157,2
80,8,10,161,3
80,2,0,39,-1
80,2,1,36,-1
80,2,2,42,-1
80,2,3,41,-1
80,2,4,38,-1
80,2,5,44,4
80,2,6,45,-1
80,2,7,51,0
80,2,8,48,1
80,2,9,52,2
80,2,10,47,3
81,0,0,3,-1
81,0,1,6,-1
81,0,2,5,-1
81,0,3,1,-1
81,0,4,2,-1
81,0,5,7,4
81,0,6,8,-1
81,0,7,13,0
81,0,8,17,1
81,0,9,15,2
81,0,10,16,3
81,4,0,77,-1
81,4,1,78,-1
81,4,2,72,-1
81,4,3,76,-1
81,4,4,75,-1
81,4,5,79,4
81,4,6,81,-1
81,4,7,84,0
81,4,8,86,1
81,4,9,87,2
81,4,10,89,3
82,4,0,75,-1
82,4,1,78,-1
82,4,2,74,-1
82,4,3,77,-1
82,4,4,76,-1
82,4,5,82,4
82,4,6,80,-1
82,4,7,85,0
82,4,8,84,1
82,4,9,87,2
82,4,10,88,3
82,8,0,144,-1
82,8,1,146,-1
82,8,2,145,-1
82,8,3,149,-1
82,8,4,150,-1
82,8,5,151,4
82,8,6,152,-1
82,8,7,161,0
82,8,8,160,1
82,8,9,157,2
82,8,10,158,3
83,4,0,77,-1
83,4,1,74,-1
83,4,2,78,-1
83,4,3,72,-1
83,4,4,73,-1
83,4,5,79,4
83,4,6,80,-1
83,4,7,84,0
83,4,8,85,1
83,4,9,89,2
83,4,10,86,3
83,5,0,91,-1
83,5,1,93,-1
83,5,2,95,-1
83,5,3,92,-1
83,5,4,94,-1
83,5,5,97,4
83,5,6,99,-1
83,5,7,103,0
83,5,8,104,1
83,5,9,107,2
83,5,10,105,3
84,0,0,0,-1
84,0,1,5,-1
84,0,2,2,-1
84,0,3,3,-1
84,0,4,4,-1
84,0,5,8,4
84,0,6,9,-1
84,0,7,13,0
84,0,8,15,1
84,0,9,16,2
84,0,10,14,3
84,5,0,92,-1
84,5,1,90,-1
84,5,2,91,-1
84,5,3,93,-1
84,5,4,96,-1
84,5,5,97,4
84,5,6,99,-1
84,5,7,104,0
84,5,8,107,1
84,5,9,103,2
84,5,10,105,3
85,7,0,128,-1
85,7,1,131,-1
85,7,2,126,-1
85,7,3,129,-1
85,7,4,127,-1
85,7,5,134,4
85,7,6,135,-1
85,7,7,138,0
85,7,8,137,1
85,7,9,140,2
85,7,10,139,3
85,2,0,38,-1
85,2,1,40,-1
85,2,2,41,-1
85,2,3,39,-1
85,2,4,42,-1
85,2,5,43,4
85,2,6,45,-1
85,2,7,52,0
85,2,8,47,1
85,2,9,53,2
85,2,10,50,3
86,0,0,0,-1
86,0,1,3,-1
86,0,2,2,-1
86,0,3,6,-1
86,0,4,4,-1
86,0,5,9,4
86,0,6,7,-1
86,0,7,17,0
86,0,8,12,1
86,0,9,16,2
86,0,10,14,3
86,9,0,166,-1
86,9,1,164,-1
86,9,2,167,-1
86,9,3,162,-1
86,9,4,168,-1
86,9,5,169,4
86,9,6,172,-1
86,9,7,179,0
86,9,8,175,1
86,9,9,174,2
86,9,10,173,3
87,4,0,78,-1
87,4,1,72,-1
87,4,2,74,-1
87,4,3,76,-1
87,4,4,75,-1
87,4,5,79,4
87,4,6,80,-1
87,4,7,86,0
87,4,8,87,1
87,4,9,88,2
87,4,10,83,3
87,9,0,163,-1
87,9,1,166,-1
87,9,2,164,-1
87,9,3,167,-1
87,9,4,162,-1
87,9,5,171,4
87,9,6,169,-1
87,9,7,175,0
87,9,8,173,1
87,9,9,178,2
87,9,10,179,3
88,7,0,127,-1
88,7,1,131,-1
88,7,2,129,-1
88,7,3,128,-1
88,7,4,126,-1
88,7,5,135,4
88,7,6,134,-1
88,7,7,138,0
88,7,8,140,1
88,7,9,142,2
88,7,10,139,3
88,1,0,22,-1
88,1,1,20,-1
88,1,2,19,-1
88,1,3,21,-1
88,1,4,23,-1
88,1,5,28,4
88,1,6,26,-1
88,1,7,29,0
88,1,8,30,1
88,1,9,33,2
88,1,10,32,3
89,4,0,74,-1
89,4,1,77,-1
89,4,2,78,-1
89,4,3,73,-1
89,4,4,76,-1
89,4,5,79,4
89,4,6,80,-1
89,4,7,86,0
89,4,8,89,1
89,4,9,84,2
89,4,10,83,3
89,1,0,18,-1
89,1,1,20,-1
89,1,2,21,-1
89,1,3,22,-1
89,1,4,19,-1
89,1,5,27,4
89,1,6,26,-1
89,1,7,35,0
89,1,8,31,1
89,1,9,29,2
89,1,10,30,3
90,2,0,127,-1
90,2,1,39,-1
90,2,2,41,-1
90,2,3,42,-1
90,2,4,40,-1
90,2,5,45,4
90,2,6,170,-1
90,2,7,53,0
90,2,8,51,1
90,2,9,49,2
90,2,10,52,3
90,5,0,96,-1
90,5,1,148,-1
90,5,2,95,-1
90,5,3,94,-1
90,5,4,91,-1
90,5,5,97,4
90,5,6,100,-1
90,5,7,34,0
90,5,8,157,1
90,5,9,107,2
90,5,10,12,3
91,1,0,23,-1
91,1,1,21,-1
91,1,2,20,-1
91,1,3,59,-1
91,1,4,128,-1
91,1,5,26,4
91,1,6,28,-1
91,1,7,29,0
91,1,8,120,1
91,1,9,32,2
91,1,10,31,3
91,3,0,56,-1
91,3,1,60,-1
91,3,2,55,-1
91,3,3,58,-1
91,3,4,54,-1
91,3,5,62,4
91,3,6,61,-1
91,3,7,50,0
91,3,8,65,1
91,3,9,69,2
91,3,10,70,3
92,9,0,3,-1
92,9,1,165,-1
92,9,2,163,-1
92,9,3,167,-1
92,9,4,164,-1
92,9,5,172,4
92,9,6,99,-1
92,9,7,179,0
92,9,8,177,1
92,9,9,178,2
92,9,10,173,3
92,8,0,18,-1
92,8,1,145,-1
92,8,2,149,-1
92,8,3,144,-1
92,8,4,150,-1
92,8,5,153,4
92,8,6,154,-1
92,8,7,158,0
92,8,8,68,1
92,8,9,155,2
92,8,10,160,3
93,9,0,164,-1
93,9,1,162,-1
93,9,2,167,-1
93,9,3,3,-1
93,9,4,165,-1
93,9,5,172,4
93,9,6,99,-1
93,9,7,179,0
93,9,8,89,1
93,9,9,178,2
93,9,10,71,3
93,6,0,113,-1
93,6,1,108,-1
93,6,2,73,-1
93,6,3,111,-1
93,6,4,112,-1
93,6,5,117,4
93,6,6,118,-1
93,6,7,105,0
93,6,8,122,1
93,6,9,125,2
93,6,10,119,3
94,3,0,57,-1
94,3,1,60,-1
94,3,2,58,-1
94,3,3,55,-1
94,3,4,54,-1
94,3,5,62,4
94,3,6,63,-1
94,3,7,67,0
94,3,8,69,1
94,3,9,65,2
94,3,10,70,3
94,6,0,109,-1
94,6,1,113,-1
94,6,2,108,-1
94,6,3,112,-1
94,6,4,110,-1
94,6,5,117,4
94,6,6,118,-1
94,6,7,105,0
94,6,8,124,1
94,6,9,125,2
94,6,10,122,3
95,7,0,38,-1
95,7,1,132,-1
95,7,2,129,-1
95,7,3,168,-1
95,7,4,126,-1
95,7,5,135,4
95,7,6,8,-1
95,7,7,138,0
95,7,8,141,1
95,7,9,137,2
95,7,10,139,3
95,2,0,127,-1
95,2,1,40,-1
95,2,2,37,-1
95,2,3,41,-1
95,2,4,39,-1
95,2,5,46,4
95,2,6,44,-1
95,2,7,51,0
95,2,8,53,1
95,2,9,48,2
95,2,10,52,3
96,0,0,6,-1
96,0,1,5,-1
96,0,2,114,-1
96,0,3,2,-1
96,0,4,22,-1
96,0,5,10,4
96,0,6,171,-1
96,0,7,16,0
96,0,8,13,1
96,0,9,17,2
96,0,10,30,3
96,9,0,164,-1
96,9,1,162,-1
96,9,2,165,-1
96,9,3,167,-1
96,9,4,3,-1
96,9,5,43,4
96,9,6,169,-1
96,9,7,177,0
96,9,8,178,1
96,9,9,89,2
96,9,10,173,3
97,7,0,132,-1
97,7,1,131,-1
97,7,2,130,-1
97,7,3,168,-1
97,7,4,126,-1
97,7,5,8,4
97,7,6,134,-1
97,7,7,138,0
97,7,8,143,1
97,7,9,142,2
97,7,10,140,3
97,1,0,128,-1
97,1,1,19,-1
97,1,2,24,-1
97,1,3,21,-1
97,1,4,20,-1
97,1,5,26,4
97,1,6,28,-1
97,1,7,176,0
97,1,8,31,1
97,1,9,120,2
97,1,10,32,3
98,7,0,38,-1
98,7,1,126,-1
98,7,2,131,-1
98,7,3,130,-1
98,7,4,129,-1
98,7,5,8,4
98,7,6,135,-1
98,7,7,142,0
98,7,8,138,1
98,7,9,139,2
98,7,10,143,3
98,6,0,110,-1
98,6,1,73,-1
98,6,2,108,-1
98,6,3,113,-1
98,6,4,109,-1
98,6,5,115,4
98,6,6,116,-1
98,6,7,122,0
98,6,8,119,1
98,6,9,123,2
98,6,10,125,3
99,1,0,59,-1
99,1,1,20,-1
99,1,2,23,-1
99,1,3,24,-1
99,1,4,19,-1
99,1,5,25,4
99,1,6,27,-1
99,1,7,120,0
99,1,8,31,1
99,1,9,101,2
99,1,10,29,3
99,8,0,18,-1
99,8,1,150,-1
99,8,2,149,-1
99,8,3,144,-1
99,8,4,147,-1
99,8,5,151,4
99,8,6,153,-1
99,8,7,159,0
99,8,8,156,1
99,8,9,155,2
99,8,10,68,3
100,3,0,54,-1
100,3,1,58,-1
100,3,2,57,-1
100,3,3,55,-1
100,3,4,56,-1
100,3,5,63,4
100,3,6,62,-1
100,3,7,66,0
100,3,8,67,1
100,3,9,47,2
100,3,10,65,3
100,5,0,90,-1
100,5,1,91,-1
100,5,2,94,-1
100,5,3,96,-1
100,5,4,95,-1
100,5,5,136,4
100,5,6,100,-1
100,5,7,106,0
100,5,8,157,1
100,5,9,12,2
100,5,10,107,3
101,5,0,90,-1
101,5,1,95,-1
101,5,2,92,-1
101,5,3,148,-1
101,5,4,94,-1
101,5,5,100,4
101,5,6,136,-1
101,5,7,102,0
101,5,8,157,1
101,5,9,12,2
101,5,10,34,3
101,0,0,4,-1
101,0,1,2,-1
101,0,2,6,-1
101,0,3,5,-1
101,0,4,77,-1
101,0,5,9,4
101,0,6,7,-1
101,0,7,14,0
101,0,8,30,1
101,0,9,16,2
101,0,10,11,3
102,1,0,23,-1
102,1,1,20,-1
102,1,2,59,-1
102,1,3,21,-1
102,1,4,24,-1
102,1,5,27,4
102,1,6,28,-1
102,1,7,101,0
102,1,8,176,1
102,1,9,120,2
102,1,10,31,3
102,2,0,39,-1
102,2,1,42,-1
102,2,2,41,-1
102,2,3,36,-1
102,2,4,127,-1
102,2,5,170,4
102,2,6,45,-1
102,2,7,33,0
102,2,8,53,1
102,2,9,49,2
102,2,10,104,3
103,9,0,164,-1
103,9,1,162,-1
103,9,2,165,-1
103,9,3,167,-1
103,9,4,163,-1
103,9,5,43,4
103,9,6,169,-1
103,9,7,71,0
103,9,8,173,1
103,9,9,89,2
103,9,10,177,3
103,5,0,148,-1
103,5,1,95,-1
103,5,2,94,-1
103,5,3,90,-1
103,5,4,92,-1
103,5,5,97,4
103,5,6,98,-1
103,5,7,12,0
103,5,8,102,1
103,5,9,107,2
103,5,10,106,3
104,8,0,147,-1
104,8,1,145,-1
104,8,2,149,-1
104,8,3,150,-1
104,8,4,18,-1
104,8,5,152,4
104,8,6,151,-1
104,8,7,156,0
104,8,8,159,1
104,8,9,155,2
104,8,10,68,3
104,1,0,20,-1
104,1,1,59,-1
104,1,2,21,-1
104,1,3,24,-1
104,1,4,128,-1
104,1,5,27,4
104,1,6,25,-1
104,1,7,35,0
104,1,8,120,1
104,1,9,29,2
104,1,10,32,3
105,8,0,150,-1
105,8,1,147,-1
105,8,2,18,-1
105,8,3,144,-1
105,8,4,145,-1
105,8,5,154,4
105,8,6,151,-1
105,8,7,161,0
105,8,8,68,1
105,8,9,156,2
105,8,10,160,3
105,3,0,55,-1
105,3,1,54,-1
105,3,2,56,-1
105,3,3,60,-1
105,3,4,58,-1
105,3,5,61,4
105,3,6,63,-1
105,3,7,65,0
105,3,8,66,1
105,3,9,50,2
105,3,10,70,3
106,0,0,114,-1
106,0,1,4,-1
106,0,2,6,-1
106,0,3,5,-1
106,0,4,22,-1
106,0,5,7,4
106,0,6,9,-1
106,0,7,16,0
106,0,8,15,1
106,0,9,11,2
106,0,10,30,3
106,1,0,19,-1
106,1,1,24,-1
106,1,2,59,-1
106,1,3,21,-1
106,1,4,20,-1
106,1,5,26,4
106,1,6,25,-1
106,1,7,35,0
106,1,8,32,1
106,1,9,101,2
106,1,10,31,3
107,6,0,108,-1
107,6,1,110,-1
107,6,2,73,-1
107,6,3,113,-1
107,6,4,112,-1
107,6,5,116,4
107,6,6,117,-1
107,6,7,122,0
107,6,8,124,1
107,6,9,125,2
107,6,10,123,3
107,9,0,167,-1
107,9,1,162,-1
107,9,2,164,-1
107,9,3,3,-1
107,9,4,163,-1
107,9,5,169,4
107,9,6,172,-1
107,9,7,71,0
107,9,8,177,1
107,9,9,178,2
107,9,10,89,3
108,2,0,36,-1
108,2,1,37,-1
108,2,2,39,-1
108,2,3,40,-1
108,2,4,42,-1
108,2,5,170,4
108,2,6,45,-1
108,2,7,104,0
108,2,8,33,1
108,2,9,49,2
108,2,10,51,3
108,0,0,2,-1
108,0,1,22,-1
108,0,2,6,-1
108,0,3,77,-1
108,0,4,4,-1
108,0,5,10,4
108,0,6,9,-1
108,0,7,17,0
108,0,8,30,1
108,0,9,14,2
108,0,10,16,3
109,4,0,146,-1
109,4,1,76,-1
109,4,2,74,-1
109,4,3,0,-1
109,4,4,78,-1
109,4,5,80,4
109,4,6,79,-1
109,4,7,84,0
109,4,8,85,1
109,4,9,86,2
109,4,10,174,3
109,7,0,168,-1
109,7,1,126,-1
109,7,2,38,-1
109,7,3,129,-1
109,7,4,131,-1
109,7,5,134,4
109,7,6,133,-1
109,7,7,141,0
109,7,8,139,1
109,7,9,143,2
109,7,10,138,3
110,4,0,75,-1
110,4,1,146,-1
110,4,2,0,-1
110,4,3,78,-1
110,4,4,74,-1
110,4,5,82,4
110,4,6,81,-1
110,4,7,84,0
110,4,8,174,1
110,4,9,87,2
110,4,10,83,3
110,0,0,77,-1
110,0,1,22,-1
110,0,2,6,-1
110,0,3,2,-1
110,0,4,114,-1
110,0,5,7,4
110,0,6,10,-1
110,0,7,13,0
110,0,8,14,1
110,0,9,30,2
110,0,10,11,3
111,1,0,23,-1
111,1,1,59,-1
111,1,2,21,-1
111,1,3,128,-1
111,1,4,24,-1
111,1,5,27,4
111,1,6,25,-1
111,1,7,31,0
111,1,8,35,1
111,1,9,32,2
111,1,10,101,3
111,6,0,111,-1
111,6,1,109,-1
111,6,2,112,-1
111,6,3,73,-1
111,6,4,113,-1
111,6,5,115,4
111,6,6,117,-1
111,6,7,105,0
111,6,8,125,1
111,6,9,123,2
111,6,10,121,3
112,4,0,0,-1
112,4,1,75,-1
112,4,2,76,-1
112,4,3,146,-1
112,4,4,78,-1
112,4,5,79,4
112,4,6,81,-1
112,4,7,88,0
112,4,8,174,1
112,4,9,83,2
112,4,10,84,3
112,8,0,145,-1
112,8,1,144,-1
112,8,2,147,-1
112,8,3,150,-1
112,8,4,149,-1
112,8,5,151,4
112,8,6,154,-1
112,8,7,161,0
112,8,8,156,1
112,8,9,159,2
112,8,10,68,3
113,9,0,165,-1
113,9,1,3,-1
113,9,2,162,-1
113,9,3,93,-1
113,9,4,167,-1
113,9,5,99,4
113,9,6,43,-1
113,9,7,179,0
113,9,8,173,1
113,9,9,177,2
113,9,10,175,3
113,2,0,37,-1
113,2,1,40,-1
113,2,2,36,-1
113,2,3,127,-1
113,2,4,41,-1
113,2,5,45,4
113,2,6,46,-1
113,2,7,53,0
113,2,8,51,1
113,2,9,52,2
113,2,10,49,3
114,2,0,127,-1
114,2,1,39,-1
114,2,2,42,-1
114,2,3,40,-1
114,2,4,36,-1
114,2,5,46,4
114,2,6,45,-1
114,2,7,53,0
114,2,8,48,1
114,2,9,33,2
114,2,10,52,3
114,9,0,164,-1
114,9,1,3,-1
114,9,2,93,-1
114,9,3,162,-1
114,9,4,163,-1
114,9,5,99,4
114,9,6,169,-1
114,9,7,177,0
114,9,8,71,1
114,9,9,179,2
114,9,10,173,3
115,0,0,114,-1
115,0,1,6,-1
115,0,2,22,-1
115,0,3,77,-1
115,0,4,2,-1
115,0,5,9,4
115,0,6,7,-1
115,0,7,30,0
115,0,8,14,1
115,0,9,11,2
115,0,10,15,3
115,7,0,130,-1
115,7,1,126,-1
115,7,2,131,-1
115,7,3,132,-1
115,7,4,168,-1
115,7,5,134,4
115,7,6,135,-1
115,7,7,143,0
115,7,8,142,1
115,7,9,141,2
115,7,10,138,3
116,9,0,3,-1
116,9,1,165,-1
116,9,2,162,-1
116,9,3,163,-1
116,9,4,93,-1
116,9,5,99,4
116,9,6,43,-1
116,9,7,71,0
116,9,8,177,1
116,9,9,178,2
116,9,10,89,3
116,0,0,5,-1
116,0,1,114,-1
116,0,2,2,-1
116,0,3,22,-1
116,0,4,4,-1
116,0,5,10,4
116,0,6,7,-1
116,0,7,11,0
116,0,8,17,1
116,0,9,14,2
116,0,10,30,3
117,8,0,1,-1
117,8,1,150,-1
117,8,2,144,-1
117,8,3,145,-1
117,8,4,147,-1
117,8,5,151,4
117,8,6,152,-1
117,8,7,155,0
117,8,8,158,1
117,8,9,159,2
117,8,10,68,3
117,4,0,72,-1
117,4,1,74,-1
117,4,2,0,-1
117,4,3,75,-1
117,4,4,146,-1
117,4,5,79,4
117,4,6,80,-1
117,4,7,84,0
117,4,8,88,1
117,4,9,87,2
117,4,10,85,3
118,3,0,166,-1
118,3,1,60,-1
118,3,2,54,-1
118,3,3,58,-1
118,3,4,57,-1
118,3,5,64,4
118,3,6,61,-1
118,3,7,70,0
118,3,8,65,1
118,3,9,67,2
118,3,10,69,3
118,8,0,149,-1
118,8,1,145,-1
118,8,2,150,-1
118,8,3,144,-1
118,8,4,18,-1
118,8,5,152,4
118,8,6,153,-1
118,8,7,156,0
118,8,8,155,1
118,8,9,160,2
118,8,10,161,3
119,1,0,21,-1
119,1,1,128,-1
119,1,2,23,-1
119,1,3,59,-1
119,1,4,24,-1
119,1,5,26,4
119,1,6,25,-1
119,1,7,35,0
119,1,8,101,1
119,1,9,176,2
119,1,10,120,3
119,4,0,74,-1
119,4,1,146,-1
119,4,2,72,-1
119,4,3,75,-1
119,4,4,76,-1
119,4,5,79,4
119,4,6,82,-1
119,4,7,88,0
119,4,8,87,1
119,4,9,85,2
119,4,10,83,3
120,0,0,4,-1
120,0,1,77,-1
120,0,2,5,-1
120,0,3,114,-1
120,0,4,2,-1
120,0,5,7,4
120,0,6,10,-1
120,0,7,16,0
